"site","quadrat","place_name","date","latitude","longitude","start_time_site","end_time_site","tide_height_m","tide_time","weather","freshwater","sediment_description","general_description","dissolved_02_mg.l_surface","dissolved_02_percent_surface","specific_conductivity_surface","salinity_ppt_surface","temperature_C_surface","dissolved_02_mg.l_transect","dissolved_02_percent_transect","specific_conductivity_transect","salinity_ppt_transect","temperature_C_transect","light_intensity_umol.m2.sec_air","light_intensity_umol.m2.sec_surface","light_intensity_umol.m2.sec_transect","sediment_core_A_internal_cm","light_attenu","date_julian","n_surv1","n_surv2","dens_surv1","dens_surv2","sea_otter_duration","pop_mod_dens","n_pits","prop_otter_shells","sea_otter_index","sed1_type","sed1_no","start_time_transect","end_time_transect","depth_m","macroalgae_cover_0.25msq","diatom_cover_0.25msq","eelgrass_shoots_0.25msq","flowering_shoots_0.25msq","notes","eelgrass_shoots_msq","flowering_shoots_msq","macroalgae_cover_msq","diatom_cover_msq","shoot_area","epi_mass","shoot_mass","rhi_mass","node1","node2","node3","node4","node5","exshoot_mass","exepi_mass","iso_mass","gamm_mass","caprel_mass","limp_mass","gast_mass","crab_mass","crust_mass","gastro_mass","graz_massT","ag_mass","bg_mass","agbg_mass","epimass_shootarea","epimass_shootmass","shoot_areaT","grazmass_shootmass","crustmass_shootmass"
"2017_H_02",1,"Nossuk Bay",2017-05-29,55.7073,-133.342,1030,1300,-0.53,1048,"high overcast calm","one stream","soft mud with shells intermixed. Changes to sand/mud higher. Cobble outcrops around edge of bay","Gently slopping beach with lots of eelgrass extending to 0 MLLW",10.58,115.6,47004,30.4,10.9,10.72,116.6,47741,30.9,10.3,438.4,235.5,145.4,10.2,0.617409766454352,"149",28,50,4.3495145631068,7.76699029126214,14,2.877,23,0.378548895899054,0.738043442124362,"Mud",1,1135,1205,-0.5,0,20,42,0,NA,168,0,0,20,68.578,0.0105,0.1691,0.0909199999999999,1.12,0.9,0.74,0.42,0.2,1.1374,NA,0,0.000200000000000033,0,0.00720000000000004,0,0,0.000200000000000033,0.00720000000000004,0.00740000000000007,28.4088,15.27456,1.85987681478223,0.000153110326927002,0.0620934358367828,11521.104,0.00566398775354005,0.000153080750095701
"2017_H_02",2,"Nossuk Bay",2017-05-29,55.7073,-133.342,1030,1300,-0.53,1048,"high overcast calm","one stream","soft mud with shells intermixed. Changes to sand/mud higher. Cobble outcrops around edge of bay","Gently slopping beach with lots of eelgrass extending to 0 MLLW",10.58,115.6,47004,30.4,10.9,10.72,116.6,47741,30.9,10.3,438.4,235.5,145.4,10.2,0.617409766454352,"149",28,50,4.3495145631068,7.76699029126214,14,2.877,23,0.378548895899054,0.738043442124362,"Mud",1,1135,1205,-0.5,0,30,48,0,NA,192,0,0,30,61.142,0.01046,0.1572,0.0876877777777778,0.82,0.9,0.6,0.48,0.375,1.1773,NA,0,0,0,0.0118,0,0,0,0.0118,0.0118,30.1824,16.8360533333333,1.79272418555734,0.000171077164633149,0.0665394402035622,11739.264,0.00884226301985765,0
"2017_H_02",3,"Nossuk Bay",2017-05-29,55.7073,-133.342,1030,1300,-0.53,1048,"high overcast calm","one stream","soft mud with shells intermixed. Changes to sand/mud higher. Cobble outcrops around edge of bay","Gently slopping beach with lots of eelgrass extending to 0 MLLW",10.58,115.6,47004,30.4,10.9,10.72,116.6,47741,30.9,10.3,438.4,235.5,145.4,10.2,0.617409766454352,"149",28,50,4.3495145631068,7.76699029126214,14,2.877,23,0.378548895899054,0.738043442124362,"Mud",1,1135,1205,-0.5,0,25,79,0,NA,316,0,0,25,65.644,0.01394,0.15592,0.0532090476190476,1.2,1.18,0.675,0.366666666666667,0.15,0.2967,NA,0,0,0,0.00269999999999998,0,0,0,0.00269999999999998,0.00269999999999998,49.27072,16.814059047619,2.93032871244597,0.000212357565047834,0.0894048229861469,20743.504,0.00596526887897128,0
"2017_H_02",4,"Nossuk Bay",2017-05-29,55.7073,-133.342,1030,1300,-0.53,1048,"high overcast calm","one stream","soft mud with shells intermixed. Changes to sand/mud higher. Cobble outcrops around edge of bay","Gently slopping beach with lots of eelgrass extending to 0 MLLW",10.58,115.6,47004,30.4,10.9,10.72,116.6,47741,30.9,10.3,438.4,235.5,145.4,10.2,0.617409766454352,"149",28,50,4.3495145631068,7.76699029126214,14,2.877,23,0.378548895899054,0.738043442124362,"Sandy Mud",2,1135,1205,-0.5,0,28,48,0,NA,192,0,0,28,70.536,0.01114,0.14982,0.0677,0.9,2,0.875,0.7,0.55,1.4222,NA,0,0,0,0,0,0,0,0,0,28.76544,12.9984,2.21299852289513,0.000157933537484405,0.0743558937391536,13542.912,0,0
"2017_H_02",5,"Nossuk Bay",2017-05-29,55.7073,-133.342,1030,1300,-0.53,1048,"high overcast calm","one stream","soft mud with shells intermixed. Changes to sand/mud higher. Cobble outcrops around edge of bay","Gently slopping beach with lots of eelgrass extending to 0 MLLW",10.58,115.6,47004,30.4,10.9,10.72,116.6,47741,30.9,10.3,438.4,235.5,145.4,10.2,0.617409766454352,"149",28,50,4.3495145631068,7.76699029126214,14,2.877,23,0.378548895899054,0.738043442124362,"Sandy Mud",2,1135,1205,-0.5,0,24,62,0,NA,248,0,0,24,49.336,0.01108,0.1033,0.0730946094215862,1.06,0.98,0.6,0.38,0.34,0.5071,NA,0,0,0,0.0015,0,0,0,0.0015,0.0015,25.6184,18.1274631365534,1.41323691059348,0.000224582455002432,0.107260406582769,12235.328,0.00245740498034076,0
"2017_H_02",6,"Nossuk Bay",2017-05-29,55.7073,-133.342,1030,1300,-0.53,1048,"high overcast calm","one stream","soft mud with shells intermixed. Changes to sand/mud higher. Cobble outcrops around edge of bay","Gently slopping beach with lots of eelgrass extending to 0 MLLW",10.58,115.6,47004,30.4,10.9,10.72,116.6,47741,30.9,10.3,438.4,235.5,145.4,10.2,0.617409766454352,"149",28,50,4.3495145631068,7.76699029126214,14,2.877,23,0.378548895899054,0.738043442124362,"Sandy Mud",2,1135,1205,-0.5,0,35,69,0,"dead c.gracillis",276,0,0,35,113.314,0.0125,0.28432,0.10562,1.22,1.96,1.3,1,0.5,1.7239,NA,0.0284,0,0,0.0189999999999999,0,0,0.0284,0.0189999999999999,0.0473999999999999,78.47232,29.15112,2.69191441014959,0.000110312935736096,0.0439645469893078,31274.664,0.0236029917040961,0.0141418768859985
"2017_H_02",7,"Nossuk Bay",2017-05-29,55.7073,-133.342,1030,1300,-0.53,1048,"high overcast calm","one stream","soft mud with shells intermixed. Changes to sand/mud higher. Cobble outcrops around edge of bay","Gently slopping beach with lots of eelgrass extending to 0 MLLW",10.58,115.6,47004,30.4,10.9,10.72,116.6,47741,30.9,10.3,438.4,235.5,145.4,10.2,0.617409766454352,"149",28,50,4.3495145631068,7.76699029126214,14,2.877,23,0.378548895899054,0.738043442124362,"Mud",1,1135,1205,-0.5,0,98,62,0,NA,248,0,0,98,82.426,0.0112,0.19736,0.0878999999999999,1.34,1.28,0.725,0.4,0.366666666666667,2.76,NA,0,0.000200000000000033,0,0.0254,0,0,0.000200000000000033,0.0254,0.0256,48.94528,21.7992,2.2452787258248,0.00013587945551161,0.0567490879610862,20441.648,0.00865636919414613,6.7627884329278e-05
"2017_H_02",8,"Nossuk Bay",2017-05-29,55.7073,-133.342,1030,1300,-0.53,1048,"high overcast calm","one stream","soft mud with shells intermixed. Changes to sand/mud higher. Cobble outcrops around edge of bay","Gently slopping beach with lots of eelgrass extending to 0 MLLW",10.58,115.6,47004,30.4,10.9,10.72,116.6,47741,30.9,10.3,438.4,235.5,145.4,10.2,0.617409766454352,"149",28,50,4.3495145631068,7.76699029126214,14,2.877,23,0.378548895899054,0.738043442124362,"Mud",1,1135,1205,-0.5,0,98,80,0,NA,320,0,0,98,103.896,0.00913999999999999,0.24818,0.10244,1.38,1.16,0.58,0.64,0.375,2.3607,NA,0.0536,0,0,0.00519999999999998,0,0,0.0536,0.00519999999999998,0.0588,79.4176,32.7808,2.42268645060523,8.79725879725879e-05,0.0368281086308324,33246.72,0.0225384072858851,0.0205452148048205
"2017_H_02",9,"Nossuk Bay",2017-05-29,55.7073,-133.342,1030,1300,-0.53,1048,"high overcast calm","one stream","soft mud with shells intermixed. Changes to sand/mud higher. Cobble outcrops around edge of bay","Gently slopping beach with lots of eelgrass extending to 0 MLLW",10.58,115.6,47004,30.4,10.9,10.72,116.6,47741,30.9,10.3,438.4,235.5,145.4,10.2,0.617409766454352,"149",28,50,4.3495145631068,7.76699029126214,14,2.877,23,0.378548895899054,0.738043442124362,"Mud",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017_H_02",10,"Nossuk Bay",2017-05-29,55.7073,-133.342,1030,1300,-0.53,1048,"high overcast calm","one stream","soft mud with shells intermixed. Changes to sand/mud higher. Cobble outcrops around edge of bay","Gently slopping beach with lots of eelgrass extending to 0 MLLW",10.58,115.6,47004,30.4,10.9,10.72,116.6,47741,30.9,10.3,438.4,235.5,145.4,10.2,0.617409766454352,"149",28,50,4.3495145631068,7.76699029126214,14,2.877,23,0.378548895899054,0.738043442124362,"Mud",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017_H_03",1,"Chusini Cove",2017-06-25,55.80692,-133.171,820,1120,-1.1,830,"mostly cloudy, occasional sprinkel","1 small stream bed mid bay","*nothing written on data sheet* WR recalls very muddy changing almost immediately to gravel cobble high","Very gradual large eelgrass bed. Back of bay with rocky outcrops around with eelgrass inbetween",8.68,98.8,4549.4,29.4,12.9,8.95,101.4,45527,29.5,12.8,298.7,245.5,138.8,47.5,0.565376782077393,"176",60,50,5.453306066803,4.54442172233583,14,2.877,3,0.352201257861635,0.528291423193131,"Mud",1,1000,1030,-0.5,0,100,45,2,NA,180,8,0,100,230.824,0.00706000000000002,0.67388,0.152,1.42,1.95,2.05,NA,NA,3.2389,NA,0,0.00130000000000002,0,0.1851,0.002,0,0.00130000000000002,0.1871,0.1884,121.2984,27.36,4.43342105263158,3.05860742383809e-05,0.0104766427257079,41548.32,0.0481499087605232,0.000332244593358181
"2017_H_03",2,"Chusini Cove",2017-06-25,55.80692,-133.171,820,1120,-1.1,830,"mostly cloudy, occasional sprinkel","1 small stream bed mid bay","*nothing written on data sheet* WR recalls very muddy changing almost immediately to gravel cobble high","Very gradual large eelgrass bed. Back of bay with rocky outcrops around with eelgrass inbetween",8.68,98.8,4549.4,29.4,12.9,8.95,101.4,45527,29.5,12.8,298.7,245.5,138.8,47.5,0.565376782077393,"176",60,50,5.453306066803,4.54442172233583,14,2.877,3,0.352201257861635,0.528291423193131,"Mud",1,1000,1030,-0.5,0,100,74,1,NA,296,4,0,100,152.88,0.00190000000000001,0.43702,0.0657399999999999,1.32,1.84,1.76666666666667,NA,NA,1.5025,NA,0,0,0,0.0437,0.00119999999999998,0,0,0.0448999999999999,0.0448999999999999,129.35792,19.45904,6.64770307271069,1.24280481423339e-05,0.0043476271108874,45252.48,0.0231500577462465,0
"2017_H_03",3,"Chusini Cove",2017-06-25,55.80692,-133.171,820,1120,-1.1,830,"mostly cloudy, occasional sprinkel","1 small stream bed mid bay","*nothing written on data sheet* WR recalls very muddy changing almost immediately to gravel cobble high","Very gradual large eelgrass bed. Back of bay with rocky outcrops around with eelgrass inbetween",8.68,98.8,4549.4,29.4,12.9,8.95,101.4,45527,29.5,12.8,298.7,245.5,138.8,47.5,0.565376782077393,"176",60,50,5.453306066803,4.54442172233583,14,2.877,3,0.352201257861635,0.528291423193131,"Mud",1,1000,1030,-0.5,0,100,65,2,NA,260,8,0,100,141.836,0.000139999999999985,0.37614,0.06886,1.14,1.68,1.7,0.7,NA,2.4053,NA,0,9.9999999999989e-05,0,0.2646,0.00209999999999999,0,9.9999999999989e-05,0.2667,0.2668,97.7964,17.9036,5.46238745280279,9.87055472517447e-07,0.000372201839740481,36877.36,0.0959215370455592,3.59526000920347e-05
"2017_H_03",4,"Chusini Cove",2017-06-25,55.80692,-133.171,820,1120,-1.1,830,"mostly cloudy, occasional sprinkel","1 small stream bed mid bay","*nothing written on data sheet* WR recalls very muddy changing almost immediately to gravel cobble high","Very gradual large eelgrass bed. Back of bay with rocky outcrops around with eelgrass inbetween",8.68,98.8,4549.4,29.4,12.9,8.95,101.4,45527,29.5,12.8,298.7,245.5,138.8,47.5,0.565376782077393,"176",60,50,5.453306066803,4.54442172233583,14,2.877,3,0.352201257861635,0.528291423193131,"Mud",1,1000,1030,-0.5,0,100,60,0,NA,240,0,0,100,146.39,7.99999999999912e-05,0.41606,0.0721933333333334,1.06,1.88,1.4,1.1,0.7,1.3885,NA,0,0.000300000000000078,9.9999999999989e-05,0.0875999999999999,5e-04,0,0.000400000000000067,0.0880999999999999,0.0885,99.8544,17.3264,5.76313602364022,5.46485415670409e-07,0.000192279959621187,35133.6,0.0490424258545019,0.000221660681828294
"2017_H_03",5,"Chusini Cove",2017-06-25,55.80692,-133.171,820,1120,-1.1,830,"mostly cloudy, occasional sprinkel","1 small stream bed mid bay","*nothing written on data sheet* WR recalls very muddy changing almost immediately to gravel cobble high","Very gradual large eelgrass bed. Back of bay with rocky outcrops around with eelgrass inbetween",8.68,98.8,4549.4,29.4,12.9,8.95,101.4,45527,29.5,12.8,298.7,245.5,138.8,47.5,0.565376782077393,"176",60,50,5.453306066803,4.54442172233583,14,2.877,3,0.352201257861635,0.528291423193131,"Mud",1,1000,1030,-0.5,0,100,64,3,NA,256,12,0,100,188.586,0.00685999999999998,0.52976,0.0780999999999999,1.32,2.28,1.3,0.6,0.5,3.7996,NA,0.0336000000000001,0,0,0.2472,1e-04,0,0.0336000000000001,0.2473,0.2809,135.61856,19.9936,6.7830985915493,3.63759770078372e-05,0.0129492600422833,48278.016,0.0648825692481106,0.00776096235933258
"2017_H_03",6,"Chusini Cove",2017-06-25,55.80692,-133.171,820,1120,-1.1,830,"mostly cloudy, occasional sprinkel","1 small stream bed mid bay","*nothing written on data sheet* WR recalls very muddy changing almost immediately to gravel cobble high","Very gradual large eelgrass bed. Back of bay with rocky outcrops around with eelgrass inbetween",8.68,98.8,4549.4,29.4,12.9,8.95,101.4,45527,29.5,12.8,298.7,245.5,138.8,47.5,0.565376782077393,"176",60,50,5.453306066803,4.54442172233583,14,2.877,3,0.352201257861635,0.528291423193131,"Mud",1,1000,1030,-0.5,0,100,27,1,NA,108,4,0,100,103.598,9.9999999999989e-05,0.27116,0.05406,1.02,1.42,1.5,1.15,0.2,2.6051,NA,0.1162,9.9999999999989e-05,0.000200000000000033,0.0666,0,0,0.1165,0.0666,0.1831,29.28528,5.83848,5.01590825009249,9.65269599799118e-07,0.000368785956630731,11188.584,0.063659057247954,0.0405039878175131
"2017_H_03",7,"Chusini Cove",2017-06-25,55.80692,-133.171,820,1120,-1.1,830,"mostly cloudy, occasional sprinkel","1 small stream bed mid bay","*nothing written on data sheet* WR recalls very muddy changing almost immediately to gravel cobble high","Very gradual large eelgrass bed. Back of bay with rocky outcrops around with eelgrass inbetween",8.68,98.8,4549.4,29.4,12.9,8.95,101.4,45527,29.5,12.8,298.7,245.5,138.8,47.5,0.565376782077393,"176",60,50,5.453306066803,4.54442172233583,14,2.877,3,0.352201257861635,0.528291423193131,"Mud",1,1000,1030,-0.5,0,100,33,1,"threespine stickleback",132,4,0,100,163.692,0.00131999999999999,0.4081,0.06288,1.38,2.26666666666667,1,NA,NA,1.7617,NA,0.0861999999999999,0.000399999999999956,9.9999999999989e-05,0.1287,0,0,0.0866999999999999,0.1287,0.2154,53.8692,8.30015999999999,6.49013994910942,8.06392493218965e-06,0.00323450134770887,21607.344,0.0992718222877684,0.0399575997787814
"2017_H_03",8,"Chusini Cove",2017-06-25,55.80692,-133.171,820,1120,-1.1,830,"mostly cloudy, occasional sprinkel","1 small stream bed mid bay","*nothing written on data sheet* WR recalls very muddy changing almost immediately to gravel cobble high","Very gradual large eelgrass bed. Back of bay with rocky outcrops around with eelgrass inbetween",8.68,98.8,4549.4,29.4,12.9,8.95,101.4,45527,29.5,12.8,298.7,245.5,138.8,47.5,0.565376782077393,"176",60,50,5.453306066803,4.54442172233583,14,2.877,3,0.352201257861635,0.528291423193131,"Mud",1,1000,1030,-0.5,0,100,73,2,NA,292,8,0,100,138.156,0.000139999999999985,0.33372,0.0913,1.42,1.84,1.56666666666667,1.2,NA,1.4518,NA,0,0.000299999999999967,1e-04,0.0832000000000001,0.000799999999999967,0,0.000399999999999967,0.084,0.0844,97.44624,26.6596,3.6552026286966,1.01334723066667e-06,0.000419513364497137,40341.552,0.0472691428827456,0.000224024373851857
"2017_H_03",9,"Chusini Cove",2017-06-25,55.80692,-133.171,820,1120,-1.1,830,"mostly cloudy, occasional sprinkel","1 small stream bed mid bay","*nothing written on data sheet* WR recalls very muddy changing almost immediately to gravel cobble high","Very gradual large eelgrass bed. Back of bay with rocky outcrops around with eelgrass inbetween",8.68,98.8,4549.4,29.4,12.9,8.95,101.4,45527,29.5,12.8,298.7,245.5,138.8,47.5,0.565376782077393,"176",60,50,5.453306066803,4.54442172233583,14,2.877,3,0.352201257861635,0.528291423193131,"Mud",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017_H_03",10,"Chusini Cove",2017-06-25,55.80692,-133.171,820,1120,-1.1,830,"mostly cloudy, occasional sprinkel","1 small stream bed mid bay","*nothing written on data sheet* WR recalls very muddy changing almost immediately to gravel cobble high","Very gradual large eelgrass bed. Back of bay with rocky outcrops around with eelgrass inbetween",8.68,98.8,4549.4,29.4,12.9,8.95,101.4,45527,29.5,12.8,298.7,245.5,138.8,47.5,0.565376782077393,"176",60,50,5.453306066803,4.54442172233583,14,2.877,3,0.352201257861635,0.528291423193131,"Mud",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
