"average","sd","ratio","ava","avb","cumsum","p","FA","average_scaled","taxa","sp_group"
0.00361679592249806,0.00258707232454347,1.39802659870991,0.127952520839291,0.0987792721128961,0.902468220884052,0.1312,"C20.4w6",0.0200674424513015,"Eelgrass diatoms","PP"
0.00336712776357367,0.00189973646523651,1.77241834601226,0.120212606531804,0.0852335639376487,0.921150403697127,0.0575,"C18.2w6",0.0186821828130754,"Eelgrass diatoms","PP"
0.00256515733570346,0.00129782154313952,1.97651005969447,0.0278293923183173,0.00134969524562371,0.935382931137384,0.0375,"C22.2w6",0.014232527440257,"Eelgrass diatoms","PP"
0.00174916461976445,0.000666536038990612,2.6242611313461,0.0300714071159506,0.0488620746633157,0.945088001895353,0.0188,"C18.1w7",0.00970507075796859,"Eelgrass diatoms","PP"
0.00172686264076211,0.00128783526206001,1.34090336833908,0.0427055824911131,0.0591687859592584,0.954669332279308,0.1408,"C18.3w3",0.00958133038395527,"Eelgrass diatoms","PP"
0.00167354442489406,0.00159912590213291,1.04653700040872,0.0850597270538398,0.100750009432723,0.963954831698104,0.3021,"C18.0",0.00928549941879563,"Eelgrass diatoms","PP"
0.000854768532522266,0.000621266687753986,1.37584800436096,0.065537678199441,0.0706951173692968,0.968697432249292,0.3759,"C18.1w9",0.00474260055118807,"Eelgrass diatoms","PP"
0.000673908247640647,0.000418975542719214,1.60846679323304,0.015906544448726,0.00909055255940035,0.972436546998029,0.0188,"C20.3w6",0.0037391147487375,"Eelgrass diatoms","PP"
0.000670542786021073,0.000464246826830621,1.44436697736594,0.0260219993725282,0.0238750221629995,0.976156988808393,0.5876,"C22.5w3",0.00372044181036331,"Eelgrass diatoms","PP"
0.000661249135310219,0.000623782403612369,1.06006378423129,0.0217251777212529,0.028616499362482,0.979825865696433,0.2485,"C20.4w3",0.00366887688804008,"Eelgrass diatoms","PP"
0.000447333812026414,0.000276688662215782,1.61674066600369,0.0256661338624931,0.0300713683443093,0.982307854097692,0.2312,"C15.0",0.0024819884012591,"Eelgrass diatoms","PP"
0.000424013823365713,0.000263716831908537,1.60783754414572,0.00575728164312292,0.0100050548089664,0.984660453796784,0.0546,"C22.0",0.00235259969909247,"Eelgrass diatoms","PP"
0.000343580367885248,0.000175004233933768,1.96326888877031,0.00517501285634093,0.00819970426519743,0.986566776245625,0.1283,"C20.1w9",0.00190632244884088,"Eelgrass diatoms","PP"
0.000309743997551715,0.000194208671881261,1.594903021329,0.00728158262774351,0.0104305001439505,0.988285360865465,0.0366,"C20.0",0.00171858461983999,"Eelgrass diatoms","PP"
0.00029734115213654,0.000220530659253251,1.3482984776057,0.00362906746998284,0.0037459790226625,0.989935129496808,0.7287,"C22.1w9",0.00164976863134221,"Eelgrass diatoms","PP"
0.000233191776858621,6.15688236479594e-05,3.78749768213819,0.00179512184532162,0.00426004337801156,0.991228971522319,0.0188,"C17.1w9",0.00129384202551164,"Eelgrass diatoms","PP"
0.000230646663554131,0.000186685412594049,1.23548305327785,0.00443547107734098,0.00244266234234302,0.99250869223276,0.2766,"C22.3w3",0.00127972071044042,"Eelgrass diatoms","PP"
0.000222075241277462,0.000157883503357625,1.4065765995478,0.00459083111708739,0.00230610763952162,0.993740855235508,0.1679,"C20.2w6",0.00123216300274868,"Eelgrass diatoms","PP"
0.000206333256997775,0.000234626687421393,0.879410860143108,0.00433768508409269,0.00296895667861333,0.994885675360646,0.7544,"C22.4w3",0.0011448201251379,"Eelgrass diatoms","PP"
0.000179327815200739,0.00015684429142984,1.14334932796044,0.00177716824583591,0,0.995880658403254,0.2384,"i.C16.0",0.000994983042607763,"Eelgrass diatoms","PP"
0.000170026647558096,0.000108106044138085,1.57277651692553,0.00491390247933449,0.0032790547943488,0.996824034816569,0.0928,"i.C17.0",0.000943376413315356,"Eelgrass diatoms","PP"
0.000164408562146428,0.000121441190488258,1.35381217431597,0.0102326338769973,0.0119352765071048,0.997736239826217,0.3728,"i.C15.0",0.000912205009647307,"Eelgrass diatoms","PP"
0.000148838895001265,0.000116693555291995,1.27546799503052,0.00562483348133636,0.00469697133289695,0.998562058043212,0.6509,"C20.1w7",0.000825818216995293,"Eelgrass diatoms","PP"
8.17077852966099e-05,5.05295404016766e-05,1.61703005107679,0.00543497547144287,0.00620862905784547,0.999015405789227,0.2711,"C17.0",0.000453347746015631,"Eelgrass diatoms","PP"
6.60756031004807e-05,2.4256848347779e-05,2.72399786456721,0.00144470801974388,0.00116803699268715,0.999382019883876,0.0557,"C22.4w6",0.000366614094648203,"Eelgrass diatoms","PP"
5.99311739183881e-05,5.1774216637197e-05,1.15754863735265,0.00182108435271258,0.00133741170003575,0.99971454220734,0.7496,"C20.3w3",0.000332522323464559,"Eelgrass diatoms","PP"
5.13174176512903e-05,4.33382606345453e-05,1.18411345771419,0.00172742427199791,0.0013932200634527,0.999999271937061,0.577,"a.C17.0",0.000284729729720389,"Eelgrass diatoms","PP"
1.3122026271786e-07,1.93481712394025e-07,0.678204989475335,0,1.31856540084388e-06,1,0.3807,"a.C18.0",7.28062939397635e-07,"Eelgrass diatoms","PP"
0,0,NA,0,0,1,1,"C16.2w3",0,"Eelgrass diatoms","PP"
0,0,NA,0,0,1,1,"C17.1w",0,"Eelgrass diatoms","PP"
0,0,NA,0,0,1,1,"C18.2w3",0,"Eelgrass diatoms","PP"
0,0,NA,0,0,1,1,"C20.2w3",0,"Eelgrass diatoms","PP"
0.0894496124075907,0.0212370703877703,4.21195629973057,4.43165976066952,2.17707429782057,0.51391624734551,0.002,"C18.1w9",0.51391624734551,"Fucus","PP"
0.0125310389972197,0.0116523529180055,1.07540846774873,2.41888936097989,2.16489853854792,0.585911020307152,0.3597,"C16.0",0.0719947729616424,"Fucus","PP"
0.0122413032095999,0.00705422675259931,1.735314675714,0.962055308906407,1.24913313899878,0.656241169748496,0.0161,"C20.4w6",0.0703301494413437,"Fucus","PP"
0.0119296850292056,0.00555707242751582,2.1467571612232,0.291539911054701,0.593342597266774,0.724780974418493,0.0157,"C20.5w3",0.0685398046699972,"Fucus","PP"
0.00880914316152249,0.00664046848743262,1.32658458935453,1.94103216293959,1.77484106266172,0.775392281433109,0.1883,"C18.2w6",0.0506113070146162,"Fucus","PP"
0.007705571280533,0.00247212399805094,3.11698413453701,0.348535009829367,0.154324307754545,0.819663219781064,0.002,"C16.1w7",0.0442709383479543,"Fucus","PP"
0.00760725390719116,0.00625360253248412,1.21645945160018,1.44465554256051,1.28434773732581,0.863369293797058,0.1314,"C14.0",0.0437060740159941,"Fucus","PP"
0.00371250466943293,0.00228827949115566,1.62240001004335,0.689160002564859,0.720042682731173,0.884698804530698,0.604,"C18.3w3",0.0213295107336401,"Fucus","PP"
0.00244047207072431,0.000492380036836805,4.95648053971202,0.0819743206582006,0.0203477592573821,0.898720086619917,0.002,"C22.0",0.0140212820892193,"Fucus","PP"
0.00238003434117754,0.00160689077839696,1.48114257246025,0.224583208268622,0.188778529069826,0.912394134882955,0.1583,"C20.3w6",0.0136740482630376,"Fucus","PP"
0.00209554798414556,0.0016968962349774,1.23492995090149,0.205097563386676,0.154826416865878,0.924433719260775,0.0351,"C18.0",0.0120395843778206,"Fucus","PP"
0.00200325153740426,0.000318808387919942,6.28355969701559,0.0107486581995449,0.0610615979956893,0.935943031429741,0.002,"C20.1w9",0.0115093121689654,"Fucus","PP"
0.00187629367941434,0.0014573229880268,1.28749336614447,0.261447655451036,0.28376109156536,0.946722930645502,0.5786,"C18.4w3",0.0107798992157611,"Fucus","PP"
0.00167607093842257,0.00078680772916859,2.13021666702951,0.0879197021163459,0.0458814650197929,0.956352487037922,0.002,"C16.2w6",0.00962955639241985,"Fucus","PP"
0.0011691994724515,0.000788800627008872,1.48224967427459,0.120178886327554,0.0925242994090288,0.963069906925027,0.0377,"C18.3w6",0.00671741988710543,"Fucus","PP"
0.001111129204947,0.000893383647709592,1.24373129930871,0.00496191258850379,0.0295803333920371,0.96945369480239,0.1138,"C22.1w9",0.00638378787736263,"Fucus","PP"
0.00108469129071566,0.000474463099163449,2.28614468148974,0.04614211538225,0.0187907349436754,0.97568558852053,0.002,"C17.1w9",0.00623189371814028,"Fucus","PP"
0.00100473689855196,0.000821201899254233,1.22349558551241,0.0948326403629484,0.0693941914968736,0.981458119027656,0.0045,"C20.0",0.00577253050712576,"Fucus","PP"
0.00094984063935866,0.000681565940123714,1.39361517857869,0.0758102095806602,0.071598391245878,0.986915253204282,0.7041,"C20.4w3",0.00545713417662656,"Fucus","PP"
0.000655202401030131,0.000417542090342026,1.56918887026079,0.0650121816507717,0.0544232583643281,0.990679597734417,0.1815,"C15.0",0.00376434453013459,"Fucus","PP"
0.000583051361489995,0.000485284391969487,1.20146324740371,0.0319679758303386,0.0255583037820087,0.994029411776554,0.4153,"C20.2w6",0.00334981404213665,"Fucus","PP"
0.00030722513434956,0.000210979506392564,1.45618472430168,0.0298158437786919,0.023755056421033,0.995794517112234,0.0658,"C17.0",0.00176510533568,"Fucus","PP"
0.000254905301977335,0.000143030423795722,1.78217539466564,0.0132958411442502,0.00766921506855365,0.997259028502442,0.0203,"C18.1w7",0.00146451139020865,"Fucus","PP"
0.000159627443442463,0.000112237148000787,1.42223360345314,0.0124589430076812,0.0112415285175651,0.998176138532316,0.6663,"C20.3w3",0.000917110029873606,"Fucus","PP"
0.000101475413858458,0.000230482516608861,0.440273801898241,0,0.00239220397810706,0.998759146803502,0.9949,"C17.1w",0.000583008271185598,"Fucus","PP"
5.88565499675993e-05,3.90714294389657e-05,1.50638332952574,0.00147484252089185,0,0.999097296254091,0.002,"C22.6w3",0.000338149450589294,"Fucus","PP"
3.32878238981798e-05,1.53685268506391e-05,2.16597363050419,0.000835667712095599,4.67227339474036e-06,0.999288545305703,0.002,"C22.5w3",0.000191249051612425,"Fucus","PP"
2.98752480927884e-05,6.75585705915688e-05,0.442212554694234,2.45025972753112e-06,0.000761077528925643,0.999460188032543,0.9974,"C20.1w7",0.000171642726839351,"Fucus","PP"
2.97283411246614e-05,1.36291365511991e-05,2.1812343733577,0.000837929267214034,9.67828060339074e-05,0.999630986732496,0.0073,"C22.4w6",0.00017079869995386,"Fucus","PP"
2.07187582236953e-05,1.15254048502623e-05,1.79765990807896,0.000821067385730057,0.00031571029476313,0.999750022535888,0.002,"i.C15.0",0.000119035803391327,"Fucus","PP"
1.29418363411605e-05,1.90410439850968e-05,0.67968102753662,0,0.000331895953039639,0.999824377469209,0.4494,"C16.2w3",7.43549333215955e-05,"Fucus","PP"
1.28259939949446e-05,2.91318582655732e-05,0.440273801898241,0,0.000302362835402483,0.9998980668517,0.9974,"C18.2w3",7.36893824908135e-05,"Fucus","PP"
8.26620154149584e-06,1.58689456024388e-05,0.520904271057898,3.3494112592017e-05,0.00018949952124679,0.999945558787793,0.9974,"C22.2w6",4.74919360930256e-05,"Fucus","PP"
8.14462233602579e-06,8.71922053446004e-06,0.934099820487012,0,0.000208620145610278,0.999992352212989,0.175,"i.C16.0",4.67934251956759e-05,"Fucus","PP"
1.02155536088685e-06,1.18596415247846e-06,0.861371196382265,0,2.62616091188621e-05,0.999998221370869,0.0562,"C22.4w3",5.86915787997428e-06,"Fucus","PP"
1.51765887086799e-07,1.8041850179128e-07,0.841188046569476,0,3.83882272666763e-06,0.999999093313777,0.445,"C16.3w3",8.71942908051005e-07,"Fucus","PP"
1.09502462070161e-07,1.75562684043125e-07,0.623722875205435,4.56246007847431e-07,2.65256919932183e-06,0.999999722439973,1,"i.C17.0",6.29126195938841e-07,"Fucus","PP"
2.83134525274715e-08,6.43087378930975e-08,0.440273801898241,0,6.67467627820051e-07,0.999999885109691,1,"C16.4w3",1.62669718522767e-07,"Fucus","PP"
1.9997214788257e-08,4.54197145600336e-08,0.440276099970326,4.93534695489093e-07,0,1,1,"C22.3w3",1.14890308685911e-07,"Fucus","PP"
0,0,NA,0,0,1,1,"a.C17.0",0,"Fucus","PP"
0,0,NA,0,0,1,1,"a.C18.0",0,"Fucus","PP"
0,0,NA,0,0,1,1,"C20.2w3",0,"Fucus","PP"
0.0413268820126636,0.0149011946658708,2.77339387474196,0.52707096381811,1.28119410028654,0.26899091866298,0.0046,"C22.6w3",0.26899091866298,"POM",NA
0.0236938001267662,0.0179670636127493,1.31873525009135,1.88993278094981,1.69787057653936,0.423210563415344,1,"C20.5w3",0.154219644752365,"POM",NA
0.0122771431636937,0.00715885595656743,1.71495881998169,1.41186515066504,1.62965361668305,0.503120778203553,0.014,"C16.0",0.0799102147882085,"POM",NA
0.00927487022199937,0.00641462401805562,1.44589459894966,1.11546375295088,0.987009858934569,0.563489616596225,0.4477,"C16.1w7",0.0603688383926723,"POM",NA
0.00789367933922426,0.00564191869708465,1.39911256489803,0.439639774346275,0.429546843965844,0.614868475916855,1,"C16.4w3",0.0513788593206299,"POM",NA
0.00754829546764635,0.00561157444958334,1.345129702094,1.2993895598348,1.18802634403237,0.663999279725369,0.3751,"C14.0",0.0491308038085144,"POM",NA
0.00643965920080644,0.00473233385408773,1.36077871920299,0.32192377750385,0.420344603314395,0.705914124493253,0.1268,"C18.4w3",0.0419148447678836,"POM",NA
0.00503193052750194,0.00189504473394276,2.65530962798577,0.110849603404882,0.202612257959645,0.738666259406946,0.0046,"C18.0",0.0327521349136932,"POM",NA
0.00416451618955126,0.00144607062427477,2.87988437054369,0.05454229267141,0.130161056413765,0.765772515215719,0.0046,"C18.3w3",0.0271062558087731,"POM",NA
0.00366050858376401,0.000647921795668088,5.64961482734127,0.053337722174879,0.120225017369992,0.789598255720863,0.0046,"C22.5w3",0.0238257405051435,"POM",NA
0.00365945359374982,0.00244068568050399,1.49935471944678,0.289331313029915,0.293232197359478,0.813417129442952,0.5522,"C16.2w6",0.023818873722089,"POM",NA
0.00351890485622863,0.00165745163318222,2.12308147386028,0.097971149866446,0.162544847161264,0.836321191009331,0.0046,"C18.1w9",0.0229040615663797,"POM",NA
0.00342275871004686,0.00165363879886198,2.06983454452229,0.141873373676817,0.203717593949339,0.858599450702262,0.0046,"C18.2w6",0.0222782596929305,"POM",NA
0.00294607993921802,0.00201814282346713,1.4597975450304,0.147557696332613,0.105526699084693,0.877775074671716,0.2921,"C16.3w3",0.019175623969454,"POM",NA
0.00221700452272984,0.00116894103390544,1.89659226464384,0.00835691287430151,0.0482806844869268,0.892205248307035,0.0046,"C20.0",0.0144301736353191,"POM",NA
0.0017906991098684,0.00112485697901773,1.59193492441333,0.0610865243682082,0.0929879562763028,0.90386065938946,0.0154,"C18.3w6",0.0116554110824252,"POM",NA
0.00167219423768113,0.000333827165692022,5.0091616546984,0.0432491392810867,0.0737335407161332,0.914744738765179,0.0046,"C18.1w7",0.0108840793757186,"POM",NA
0.00133981989331997,0.000859796741105075,1.5582984085261,0.0798849403787791,0.0800060450845098,0.923465439829359,0.9949,"C16.2w3",0.00872070106417993,"POM",NA
0.00129656426104355,0.000371993342621905,3.48545017473977,0.016875463467223,0.0403328166916379,0.931904596008062,0.0046,"C20.1w9",0.00843915617870282,"POM",NA
0.00123756052967921,0.000244446293347374,5.06270932863176,0.0537698303913349,0.0761662936632733,0.939959705117852,0.0046,"C15.0",0.00805510910979073,"POM",NA
0.00122126262841685,0.000772624060636427,1.58066864680718,0.0703876389447915,0.0842022301970464,0.947908733458436,0.3373,"C20.4w3",0.00794902834058347,"POM",NA
0.00111871860112209,0.000629948663570839,1.77588852205937,0.0801561197961242,0.0626541511362975,0.955190317008557,0.0373,"C20.4w6",0.00728158355012083,"POM",NA
0.00090234965530024,0.00024666619053414,3.65818133951094,0.00915088462071022,0.0255334166430309,0.961063585228019,0.0046,"C20.1w7",0.00587326821946204,"POM",NA
0.000858929189672163,0.00018140947879557,4.73475363787407,0.00716603732196913,0.0227351731055452,0.966654235684677,0.0046,"C22.0",0.00559065045665836,"POM",NA
0.000825991849380176,0.000181406094846673,4.55327507093032,0.00769970233520573,0.0226602994974375,0.972030501581166,0.0046,"C20.2w6",0.00537626589648898,"POM",NA
0.000701545162909244,0.000100827355986032,6.95788514980427,0.00596917071463325,0.0187062538011161,0.976596761329402,0.0046,"C22.4w3",0.00456625974823607,"POM",NA
0.000548718582350592,0.000165710623603942,3.3113060008878,0.0127247477453517,0.0227466401798944,0.98016829415176,0.0046,"C17.0",0.00357153282235773,"POM",NA
0.000532712148096596,0.000204032979131328,2.61091197297918,0.0120681222175579,0.0218658237598867,0.98363564332307,0.0046,"C22.1w9",0.00346734917130993,"POM",NA
0.000421898613705587,8.00917678723684e-05,5.26769011239595,0.00370344796986487,0.0112877508208581,0.986381722634074,0.0046,"C20.3w3",0.00274607931100459,"POM",NA
0.000399910707873656,0.000266847706235268,1.49864772501013,0.0150885964486807,0.0223949276274876,0.98898468572868,0.0046,"i.C15.0",0.00260296309460593,"POM",NA
0.000316466162893462,6.19647795675504e-05,5.10719420131994,0.00532244101882239,0.0110763695348094,0.991044519902872,0.0046,"i.C17.0",0.0020598341741914,"POM",NA
0.000287019752399612,0.000191908294710826,1.49560889398816,0.0146684510128564,0.0194071710896513,0.992912691492704,0.0503,"C20.3w6",0.00186817158983189,"POM",NA
0.000265717087366033,0.000121127650585609,2.19369471859964,0.00312713373525023,0.00798557356464372,0.994642207003047,0.0046,"C22.2w6",0.00172951551034357,"POM",NA
0.000262781470726887,4.494042835341e-05,5.84732901654569,0.00342074249455715,0.00820505259956149,0.996352614993584,0.0046,"C22.4w6",0.00171040799053687,"POM",NA
0.000143067221685364,1.9950068970406e-05,7.17126451530521,0.000463123688926844,0.0030392021272667,0.997283819611922,0.0046,"C20.2w3",0.000931204618338104,"POM",NA
0.000129982804855702,4.37821662105228e-05,2.96885275686658,0.00300914314826436,0.00538620130362141,0.998129859583624,0.0046,"a.C17.0",0.000846039971702004,"POM",NA
0.000112912861358044,4.39582463319687e-05,2.56863889667791,0.00529533683922959,0.00732567709039498,0.998864793670746,0.01,"i.C16.0",0.000734934087121766,"POM",NA
9.77869528290121e-05,3.83557342598261e-05,2.54947414554998,0.00180631991666101,0.00357494941861119,0.999501275326117,0.01,"C22.3w3",0.000636481655370692,"POM",NA
7.66224222617779e-05,5.49027796350091e-05,1.39560187610099,0.00347045377151882,0.00448731463711755,1,0.1987,"C17.1w9",0.000498724673883278,"POM",NA
0,0,NA,0,0,1,1,"a.C18.0",0,"POM",NA
0,0,NA,0,0,1,1,"C17.1w",0,"POM",NA
0,0,NA,0,0,1,1,"C18.2w3",0,"POM",NA
0.0319522620337801,0.0164250913584269,1.94533237815978,0.38184605186128,0.406848397916328,0.20066366341923,0.23,"C20.5w3",0.20066366341923,"Sugar kelp","PP"
0.0218456765071229,0.0114914477197257,1.90103780132277,0.514347883900248,0.499705756882859,0.337856876004815,0.2975,"C20.4w6",0.137193212585584,"Sugar kelp","PP"
0.018890920050876,0.0115931977060348,1.62948312707911,0.40543002957325,0.282185944830549,0.456493898283894,0.0228,"C18.1w9",0.11863702227908,"Sugar kelp","PP"
