sp_code,site,place_name,date_set,YYYYMMDD_set,time_set,date_pulled,YYYYMMDD_pulled,time_pulled,time_soak_hr,trap_type,string,species_common,species_scientific,taxon,carapace_width_mm,sex,mass_g
CRABDUN,2018_H_03,Nossuk Bay,7/21/2018,20180721,1310,7/22/2018,20180722,1325,24.25,minnow,1,Graceful crab,Metacarcinus gracilis,Decapoda,65,M,50.61253004
CRABDUN,2018_H_03,Nossuk Bay,7/21/2018,20180721,1310,7/22/2018,20180722,1325,24.25,minnow,1,Graceful crab,Metacarcinus gracilis,Decapoda,55,F,35.07652715
CRABDUN,2018_H_03,Nossuk Bay,7/21/2018,20180721,1310,7/22/2018,20180722,1325,24.25,minnow,1,Graceful crab,Metacarcinus gracilis,Decapoda,64,M,48.91915492
CRABDUN,2018_H_03,Nossuk Bay,7/21/2018,20180721,1310,7/22/2018,20180722,1325,24.25,minnow,1,Graceful crab,Metacarcinus gracilis,Decapoda,58,M,39.41328413
CRABDUN,2018_H_02,Gaktu Cove,7/21/2018,20180721,1400,7/22/2018,20180722,1425,24.45,minnow,1,Graceful crab,Metacarcinus gracilis,Decapoda,51,M,29.71941802
CRABDUN,2018_H_03,Nossuk Bay,7/21/2018,20180721,1310,7/22/2018,20180722,1325,24.25,minnow,2,Graceful crab,Metacarcinus gracilis,Decapoda,48,F,26.01662236
CRABDUN,2018_H_03,Nossuk Bay,7/21/2018,20180721,1310,7/22/2018,20180722,1325,24.25,minnow,2,Graceful crab,Metacarcinus gracilis,Decapoda,59,M,40.92018622
CRABDUN,2018_H_03,Nossuk Bay,7/21/2018,20180721,1310,7/22/2018,20180722,1325,24.25,minnow,2,Graceful crab,Metacarcinus gracilis,Decapoda,55,M,35.07652715
CRABDUN,2018_H_03,Nossuk Bay,7/21/2018,20180721,1310,7/22/2018,20180722,1325,24.25,minnow,2,Graceful crab,Metacarcinus gracilis,Decapoda,51,M,29.71941802
CRABDUN,2018_H_03,Nossuk Bay,7/21/2018,20180721,1310,7/22/2018,20180722,1325,24.25,minnow,2,Graceful crab,Metacarcinus gracilis,Decapoda,59,M,40.92018622
CRABDUN,2018_H_03,Nossuk Bay,7/21/2018,20180721,1310,7/22/2018,20180722,1325,24.25,minnow,3,Graceful crab,Metacarcinus gracilis,Decapoda,50,F,28.45534029
CRABDUN,2018_H_03,Nossuk Bay,7/21/2018,20180721,1310,7/22/2018,20180722,1325,24.25,minnow,4,Graceful crab,Metacarcinus gracilis,Decapoda,57,M,37.93710982
CRABDUN,2018_H_03,Nossuk Bay,7/21/2018,20180721,1310,7/22/2018,20180722,1325,24.25,minnow,1,Graceful crab,Metacarcinus gracilis,Decapoda,56,M,36.49155932
CRABDUN,2018_L_02,Natzuhini,7/28/2018,20180728,1211,7/29/2018,20180729,1158,23.2,minnow,1,Graceful crab,Metacarcinus gracilis,Decapoda,33,M,11.43090901
CRABDUN,2018_H_03,Nossuk Bay,7/21/2018,20180721,1310,7/22/2018,20180722,1325,24.25,minnow,4,Graceful crab,Metacarcinus gracilis,Decapoda,56,M,36.49155932
CRABDUN,2018_L_01,North Pass,7/28/2018,20180728,1144,7/29/2018,20180729,1110,23.5,minnow,2,Graceful crab,Metacarcinus gracilis,Decapoda,68,F,55.88153583
CRABDUN,2018_H_03,Nossuk Bay,7/21/2018,20180721,1310,7/22/2018,20180722,1325,24.25,minnow,1,Graceful crab,Metacarcinus gracilis,Decapoda,56,M,36.49155932
CRABDUN,2018_H_03,Nossuk Bay,7/21/2018,20180721,1310,7/22/2018,20180722,1325,24.25,minnow,2,Graceful crab,Metacarcinus gracilis,Decapoda,53,M,32.33758828
CRABDUN,2018_H_02,Gaktu Cove,7/21/2018,20180721,1400,7/22/2018,20180722,1425,24.45,minnow,3,Graceful crab,Metacarcinus gracilis,Decapoda,56,M,36.49155932
CRABDUN,2018_H_03,Nossuk Bay,7/21/2018,20180721,1310,7/22/2018,20180722,1325,24.25,minnow,1,Graceful crab,Metacarcinus gracilis,Decapoda,60,M,42.45791865
CRABDUN,2018_L_01,North Pass,7/28/2018,20180728,1144,7/29/2018,20180729,1110,23.5,crab,2,Dungeness crab,Metacarcinus magister,Decapoda,163,F,380.7370091
CRABDUN,2018_L_02,Natzuhini,7/28/2018,20180728,1211,7/29/2018,20180729,1158,23.2,minnow,2,Graceful crab,Metacarcinus gracilis,Decapoda,90,M,103.385922
CRABDUN,2018_H_01,Kaguk Cove,7/21/2018,20180721,1430,7/22/2018,20180722,1500,24.5,minnow,2,Graceful crab,Metacarcinus gracilis,Decapoda,64,M,48.91915492
CRABDUN,2018_H_03,Nossuk Bay,7/21/2018,20180721,1310,7/22/2018,20180722,1325,24.25,minnow,1,Graceful crab,Metacarcinus gracilis,Decapoda,60,F,42.45791865
CRABDUN,2018_H_01,Kaguk Cove,7/21/2018,20180721,1430,7/22/2018,20180722,1500,24.5,minnow,2,Graceful crab,Metacarcinus gracilis,Decapoda,60,M,42.45791865
CRABDUN,2018_H_03,Nossuk Bay,7/21/2018,20180721,1310,7/22/2018,20180722,1325,24.25,minnow,1,Graceful crab,Metacarcinus gracilis,Decapoda,63,M,47.25710284
CRABDUN,2018_H_03,Nossuk Bay,7/21/2018,20180721,1310,7/22/2018,20180722,1325,24.25,minnow,4,Graceful crab,Metacarcinus gracilis,Decapoda,60,M,42.45791865
CRABDUN,2018_H_03,Nossuk Bay,7/21/2018,20180721,1310,7/22/2018,20180722,1325,24.25,minnow,1,Graceful crab,Metacarcinus gracilis,Decapoda,55,M,35.07652715
CRABDUN,2018_L_01,North Pass,7/28/2018,20180728,1144,7/29/2018,20180729,1110,23.5,minnow,2,Graceful crab,Metacarcinus gracilis,Decapoda,98,M,124.634029
CRABDUN,2018_H_03,Nossuk Bay,7/21/2018,20180721,1310,7/22/2018,20180722,1325,24.25,minnow,1,Graceful crab,Metacarcinus gracilis,Decapoda,65,M,50.61253004
CRABHEL,2018_H_01,Kaguk Cove,7/21/2018,20180721,1430,7/22/2018,20180722,1500,24.5,minnow,2,Helmet crab,Telmessus cheiragonus,Decapoda,51,M,41.78432484
CRABHEL,2018_H_02,Gaktu Cove,7/21/2018,20180721,1400,7/22/2018,20180722,1425,24.45,minnow,2,Helmet crab,Telmessus cheiragonus,Decapoda,46,M,33.46222521
CRABHEL,2018_H_01,Kaguk Cove,7/21/2018,20180721,1430,7/22/2018,20180722,1500,24.5,minnow,1,Helmet crab,Telmessus cheiragonus,Decapoda,45,M,31.91600475
CRABHEL,2018_H_01,Kaguk Cove,7/21/2018,20180721,1430,7/22/2018,20180722,1500,24.5,minnow,1,Helmet crab,Telmessus cheiragonus,Decapoda,46,M,33.46222521
CRABHEL,2018_H_01,Kaguk Cove,7/21/2018,20180721,1430,7/22/2018,20180722,1500,24.5,minnow,3,Helmet crab,Telmessus cheiragonus,Decapoda,36,F,19.74284419
CRABHEL,2018_H_02,Gaktu Cove,7/21/2018,20180721,1400,7/22/2018,20180722,1425,24.45,minnow,2,Helmet crab,Telmessus cheiragonus,Decapoda,37,M,20.94222379
CRABHEL,2018_H_02,Gaktu Cove,7/21/2018,20180721,1400,7/22/2018,20180722,1425,24.45,minnow,3,Helmet crab,Telmessus cheiragonus,Decapoda,52,M,43.56781524
CRABHEL,2018_H_01,Kaguk Cove,7/21/2018,20180721,1430,7/22/2018,20180722,1500,24.5,minnow,2,Helmet crab,Telmessus cheiragonus,Decapoda,40,M,24.76867168
CRABHEL,2018_H_01,Kaguk Cove,7/21/2018,20180721,1430,7/22/2018,20180722,1500,24.5,minnow,2,Helmet crab,Telmessus cheiragonus,Decapoda,51,M,41.78432484
CRABHEL,2018_H_02,Gaktu Cove,7/21/2018,20180721,1400,7/22/2018,20180722,1425,24.45,minnow,1,Helmet crab,Telmessus cheiragonus,Decapoda,49,M,38.3367813
CRABHEL,2018_H_01,Kaguk Cove,7/21/2018,20180721,1430,7/22/2018,20180722,1500,24.5,minnow,2,Helmet crab,Telmessus cheiragonus,Decapoda,50,M,40.04068692
CRABHEL,2018_H_01,Kaguk Cove,7/21/2018,20180721,1430,7/22/2018,20180722,1500,24.5,minnow,2,Helmet crab,Telmessus cheiragonus,Decapoda,39,M,23.45498458
CRABHEL,2018_H_01,Kaguk Cove,7/21/2018,20180721,1430,7/22/2018,20180722,1500,24.5,minnow,1,Helmet crab,Telmessus cheiragonus,Decapoda,41,M,26.12076168
CRABHEL,2018_H_01,Kaguk Cove,7/21/2018,20180721,1430,7/22/2018,20180722,1500,24.5,minnow,1,Helmet crab,Telmessus cheiragonus,Decapoda,40,F,24.76867168
CRABHEL,2018_H_02,Gaktu Cove,7/21/2018,20180721,1400,7/22/2018,20180722,1425,24.45,minnow,3,Helmet crab,Telmessus cheiragonus,Decapoda,45,M,31.91600475
CRABHEL,2018_H_01,Kaguk Cove,7/21/2018,20180721,1430,7/22/2018,20180722,1500,24.5,minnow,2,Helmet crab,Telmessus cheiragonus,Decapoda,50,M,40.04068692
CRABRR,2018_L_01,North Pass,7/28/2018,20180728,1144,7/29/2018,20180729,1110,23.5,minnow,2,Red rock crab,Cancer productus,Decapoda,160,M,380.1314495
CRABRR,2018_L_01,North Pass,7/28/2018,20180728,1144,7/29/2018,20180729,1110,23.5,minnow,2,Red rock crab,Cancer productus,Decapoda,150,M,324.2747027
CRABRR,2018_L_01,North Pass,7/28/2018,20180728,1144,7/29/2018,20180729,1110,23.5,crab,3,Red rock crab,Cancer productus,Decapoda,107,F,141.1386298
CRABRR,2018_L_01,North Pass,7/28/2018,20180728,1144,7/29/2018,20180729,1110,23.5,minnow,1,Red rock crab,Cancer productus,Decapoda,163,M,397.924171
CRABRR,2018_L_01,North Pass,7/28/2018,20180728,1144,7/29/2018,20180729,1110,23.5,minnow,3,Red rock crab,Cancer productus,Decapoda,111,M,154.4885083
CRABRR,2018_L_01,North Pass,7/28/2018,20180728,1144,7/29/2018,20180729,1110,23.5,minnow,2,Red rock crab,Cancer productus,Decapoda,159,M,374.3077016
CRABRR,2018_L_01,North Pass,7/28/2018,20180728,1144,7/29/2018,20180729,1110,23.5,minnow,2,Red rock crab,Cancer productus,Decapoda,131,F,232.3105377
CRABRR,2018_L_01,North Pass,7/28/2018,20180728,1144,7/29/2018,20180729,1110,23.5,minnow,3,Red rock crab,Cancer productus,Decapoda,103,F,128.4990776
CRABRR,2018_L_01,North Pass,7/28/2018,20180728,1144,7/29/2018,20180729,1110,23.5,crab,4,Red rock crab,Cancer productus,Decapoda,110,F,151.0837764
CRABRR,2018_L_01,North Pass,7/28/2018,20180728,1144,7/29/2018,20180729,1110,23.5,minnow,4,Red rock crab,Cancer productus,Decapoda,155,M,351.5443733
CRABRR,2018_L_01,North Pass,7/28/2018,20180728,1144,7/29/2018,20180729,1110,23.5,minnow,4,Red rock crab,Cancer productus,Decapoda,130,F,227.9679792
CRABRR,2018_L_03,Sukkwan,7/28/2018,20180728,1115,7/29/2018,20180729,1020,23.1,minnow,1,Red rock crab,Cancer productus,Decapoda,140,M,273.6078996
CRABRR,2018_L_03,Sukkwan,7/28/2018,20180728,1115,7/29/2018,20180729,1020,23.1,minnow,1,Red rock crab,Cancer productus,Decapoda,123,M,198.9205637
CRABRR,2018_L_03,Sukkwan,7/28/2018,20180728,1115,7/29/2018,20180729,1020,23.1,minnow,1,Red rock crab,Cancer productus,Decapoda,132,M,236.7018487
CRABRR,2018_L_03,Sukkwan,7/28/2018,20180728,1115,7/29/2018,20180729,1020,23.1,minnow,1,Red rock crab,Cancer productus,Decapoda,150,M,324.2747027
CRABRR,2018_L_01,North Pass,7/28/2018,20180728,1144,7/29/2018,20180729,1110,23.5,minnow,3,Red rock crab,Cancer productus,Decapoda,131,F,232.3105377
CRABRR,2018_L_03,Sukkwan,7/28/2018,20180728,1115,7/29/2018,20180729,1020,23.1,crab,2,Red rock crab,Cancer productus,Decapoda,159,M,374.3077016
CRABRR,2018_L_03,Sukkwan,7/28/2018,20180728,1115,7/29/2018,20180729,1020,23.1,minnow,2,Red rock crab,Cancer productus,Decapoda,160,M,380.1314495
CRABRR,2018_L_03,Sukkwan,7/28/2018,20180728,1115,7/29/2018,20180729,1020,23.1,minnow,2,Red rock crab,Cancer productus,Decapoda,145,M,298.3026077
CRABRR,2018_L_03,Sukkwan,7/28/2018,20180728,1115,7/29/2018,20180729,1020,23.1,minnow,2,Red rock crab,Cancer productus,Decapoda,141,M,278.4456319
CRABRR,2018_L_03,Sukkwan,7/28/2018,20180728,1115,7/29/2018,20180729,1020,23.1,minnow,2,Red rock crab,Cancer productus,Decapoda,149,M,318.9771184
CRABRR,2018_L_03,Sukkwan,7/28/2018,20180728,1115,7/29/2018,20180729,1020,23.1,minnow,2,Red rock crab,Cancer productus,Decapoda,140,M,273.6078996
CRABRR,2018_L_03,Sukkwan,7/28/2018,20180728,1115,7/29/2018,20180729,1020,23.1,minnow,2,Red rock crab,Cancer productus,Decapoda,132,M,236.7018487
CRABRR,2018_L_03,Sukkwan,7/28/2018,20180728,1115,7/29/2018,20180729,1020,23.1,crab,3,Red rock crab,Cancer productus,Decapoda,147,M,308.5370204
CRABRR,2018_L_03,Sukkwan,7/28/2018,20180728,1115,7/29/2018,20180729,1020,23.1,minnow,3,Red rock crab,Cancer productus,Decapoda,145,M,298.3026077
CRABRR,2018_L_03,Sukkwan,7/28/2018,20180728,1115,7/29/2018,20180729,1020,23.1,minnow,4,Red rock crab,Cancer productus,Decapoda,152,M,335.0257435
CRABRR,2018_L_03,Sukkwan,7/28/2018,20180728,1115,7/29/2018,20180729,1020,23.1,minnow,4,Red rock crab,Cancer productus,Decapoda,153,M,340.479519
CRABRR,2018_L_03,Sukkwan,7/28/2018,20180728,1115,7/29/2018,20180729,1020,23.1,minnow,4,Red rock crab,Cancer productus,Decapoda,141,F,278.4456319
CRABRR,2018_L_02,Natzuhini,7/28/2018,20180728,1211,7/29/2018,20180729,1158,23.2,minnow,1,Red rock crab,Cancer productus,Decapoda,151,M,329.6241911
CRABRR,2018_L_02,Natzuhini,7/28/2018,20180728,1211,7/29/2018,20180729,1158,23.2,minnow,1,Red rock crab,Cancer productus,Decapoda,151,M,329.6241911
CRABRR,2018_L_02,Natzuhini,7/28/2018,20180728,1211,7/29/2018,20180729,1158,23.2,minnow,1,Red rock crab,Cancer productus,Decapoda,149,M,318.9771184
CRABRR,2018_L_02,Natzuhini,7/28/2018,20180728,1211,7/29/2018,20180729,1158,23.2,minnow,1,Red rock crab,Cancer productus,Decapoda,149,M,318.9771184
CRABRR,2018_L_02,Natzuhini,7/28/2018,20180728,1211,7/29/2018,20180729,1158,23.2,minnow,1,Red rock crab,Cancer productus,Decapoda,153,M,340.479519
CRABRR,2018_L_01,North Pass,7/28/2018,20180728,1144,7/29/2018,20180729,1110,23.5,minnow,2,Red rock crab,Cancer productus,Decapoda,158,M,368.5372756
CRABRR,2018_L_01,North Pass,7/28/2018,20180728,1144,7/29/2018,20180729,1110,23.5,minnow,2,Red rock crab,Cancer productus,Decapoda,149,M,318.9771184
CRABRR,2018_L_01,North Pass,7/28/2018,20180728,1144,7/29/2018,20180729,1110,23.5,minnow,2,Red rock crab,Cancer productus,Decapoda,128,M,219.4284294
CRABRR,2018_L_01,North Pass,7/28/2018,20180728,1144,7/29/2018,20180729,1110,23.5,minnow,2,Red rock crab,Cancer productus,Decapoda,151,M,329.6241911
CRABRR,2018_L_02,Natzuhini,7/28/2018,20180728,1211,7/29/2018,20180729,1158,23.2,minnow,2,Red rock crab,Cancer productus,Decapoda,163,M,397.924171
CRABRR,2018_L_02,Natzuhini,7/28/2018,20180728,1211,7/29/2018,20180729,1158,23.2,minnow,2,Red rock crab,Cancer productus,Decapoda,141,M,278.4456319
CRABRR,2018_L_02,Natzuhini,7/28/2018,20180728,1211,7/29/2018,20180729,1158,23.2,minnow,2,Red rock crab,Cancer productus,Decapoda,121,M,191.0501218
CRABRR,2018_L_02,Natzuhini,7/28/2018,20180728,1211,7/29/2018,20180729,1158,23.2,minnow,2,Red rock crab,Cancer productus,Decapoda,151,M,329.6241911
CRABRR,2018_L_02,Natzuhini,7/28/2018,20180728,1211,7/29/2018,20180729,1158,23.2,minnow,2,Red rock crab,Cancer productus,Decapoda,142,M,283.333804
CRABRR,2018_L_02,Natzuhini,7/28/2018,20180728,1211,7/29/2018,20180729,1158,23.2,minnow,2,Red rock crab,Cancer productus,Decapoda,143,M,288.2725811
CRABRR,2018_L_02,Natzuhini,7/28/2018,20180728,1211,7/29/2018,20180729,1158,23.2,minnow,2,Red rock crab,Cancer productus,Decapoda,140,M,273.6078996
CRABRR,2018_L_02,Natzuhini,7/28/2018,20180728,1211,7/29/2018,20180729,1158,23.2,minnow,2,Red rock crab,Cancer productus,Decapoda,143,M,288.2725811
CRABRR,2018_L_01,North Pass,7/28/2018,20180728,1144,7/29/2018,20180729,1110,23.5,minnow,3,Red rock crab,Cancer productus,Decapoda,133,M,241.1420842
CRABRR,2018_L_02,Natzuhini,7/28/2018,20180728,1211,7/29/2018,20180729,1158,23.2,minnow,3,Red rock crab,Cancer productus,Decapoda,153,M,340.479519
CRABRR,2018_L_02,Natzuhini,7/28/2018,20180728,1211,7/29/2018,20180729,1158,23.2,crab,4,Red rock crab,Cancer productus,Decapoda,162,M,391.9395302
CRABRR,2018_L_02,Natzuhini,7/28/2018,20180728,1211,7/29/2018,20180729,1158,23.2,crab,4,Red rock crab,Cancer productus,Decapoda,172,M,454.2313918
CRABRR,2018_L_02,Natzuhini,7/28/2018,20180728,1211,7/29/2018,20180729,1158,23.2,minnow,4,Red rock crab,Cancer productus,Decapoda,149,M,318.9771184
CRABRR,2018_L_02,Natzuhini,7/28/2018,20180728,1211,7/29/2018,20180729,1158,23.2,minnow,4,Red rock crab,Cancer productus,Decapoda,140,M,273.6078996
CRABRR,2018_L_02,Natzuhini,7/28/2018,20180728,1211,7/29/2018,20180729,1158,23.2,minnow,4,Red rock crab,Cancer productus,Decapoda,110,F,151.0837764
