site,place_name,date,YYYYMMDD,start_time,end_time,slope,tide_height,tide_time,species_common,species_scientific,sp_code,taxon,fork_length,unmeasured,unmeasured_sm,sex
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,40,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,106,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,125,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,98,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,98,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,125,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,134,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,128,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,119,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,128,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,124,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,43,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,48,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,46,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,23,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,20,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,45,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,45,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,46,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,45,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,39,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,45,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,44,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,45,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,43,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,45,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,50,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,45,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,44,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,44,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,44,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,44,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,45,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,45,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,44,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,41,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,40,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Shiner perch,Cymatogaster aggregata,PERCHSH,Vertebrata,NA,113,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,Vertebrata,158,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Whitespotted greenling,Hexagrammos stelleri,GREENWHI,Vertebrata,132,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Coho salmon,Oncorhynchus kisutch,SALCOHO,Vertebrata,47,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,128,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,128,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,16,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,131,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,125,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,78,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,118,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,143,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,112,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,130,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,138,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Tubesnout,Aulorhynchus flavidus,TUBESNT,Vertebrata,135,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,62,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,28,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,18,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,64,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,55,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,26,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,20,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,16,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,19,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,14,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,55,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,59,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,15,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,23,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,20,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,15,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,27,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,17,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,21,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,16,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,17,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,17,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,17,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,20,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,60,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,58,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,10,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,19,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,23,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,16,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,13,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,62,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,20,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,45,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,16,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,62,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,62,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,58,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,60,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,21,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,62,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,60,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,68,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,16,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,17,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,22,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,69,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,57,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,55,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Great sculpin,Myoxocephalus polyacanthocephalus,SCULGRT,Vertebrata,60,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,161,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Bay Pipefish,Syngnathus leptorhynchus,PIPEFISH,Vertebrata,225,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,35,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,85,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,75,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Snake prickleback,Lumpenus sagitta,PRICKSN,Vertebrata,98,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,150,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,110,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,144,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,100,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Crescent gunnel,Pholis laeta,GUNNCRE,Vertebrata,100,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Tubenose poacher,Pallasina barbata,POATUBE,Vertebrata,76,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,14,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,22,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,59,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,27,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,29,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,22,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,23,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,21,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,17,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,17,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,16,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,17,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,60,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,20,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,18,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,26,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,21,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,16,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,62,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,18,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,15,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,20,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,21,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,18,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,16,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,21,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,21,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,25,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Threespine stickleback,Gasterosteus aculeatus,STICK3,Vertebrata,16,,,
2018_L_01,North Pass,7/26/2018,20180726,655,715,steep to gradual,-0.2,700,Juvenile gunnel,Pholidae,UNGUNN,Vertebrata,40,,,
