"","site_name","site_code","latitude_N","longitude_E","so_region","year","date_mm.dd.yyyy","date_yyyy.mm.dd","site_water_area_km2","trans_loc","trans_area_m2","species_common","species_scientific","species_code","death_estimate","width_mm","notes","measurers"
"19","Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low",2018,"7132018",20180713,6.485,"Inside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",78,"","Maggie, Wendel"
"20","Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low",2018,"7132018",20180713,6.485,"Inside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",73,"","Maggie, Wendel"
"21","Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low",2018,"7132018",20180713,6.485,"Inside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",79,"","Maggie, Wendel"
"22","Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low",2018,"7132018",20180713,6.485,"Inside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",85,"","Maggie, Wendel"
"23","Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low",2018,"7132018",20180713,6.485,"Inside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",82,"","Maggie, Wendel"
"24","Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low",2018,"7132018",20180713,6.485,"Inside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",86,"","Maggie, Wendel"
"25","Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low",2018,"7132018",20180713,6.485,"Inside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",85,"","Maggie, Wendel"
"26","Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low",2018,"7132018",20180713,6.485,"Inside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",72,"","Maggie, Wendel"
"27","Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low",2018,"7132018",20180713,6.485,"Outside",50,"Butter clam","Saxidomus gigantea","CLAMBU","Sea Otter",71,"Estimate","Maggie, Wendel"
"28","Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low",2018,"7132018",20180713,6.485,"Outside",50,"Butter clam","Saxidomus gigantea","CLAMBU","Sea Otter",64,"","Maggie, Wendel"
"29","Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low",2018,"7132018",20180713,6.485,"Outside",50,"Butter clam","Saxidomus gigantea","CLAMBU","Crab",68,"","Maggie, Wendel"
"30","Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low",2018,"7132018",20180713,6.485,"Outside",50,"Butter clam","Saxidomus gigantea","CLAMBU","Crab",59,"","Maggie, Wendel"
"31","Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low",2018,"7132018",20180713,6.485,"Outside",50,"Butter clam","Saxidomus gigantea","CLAMBU","Whole",72,"","Maggie, Wendel"
"32","Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low",2018,"7132018",20180713,6.485,"Outside",50,"Butter clam","Saxidomus gigantea","CLAMBU","Whole",75,"","Maggie, Wendel"
"33","Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low",2018,"7132018",20180713,6.485,"Outside",50,"Butter clam","Saxidomus gigantea","CLAMBU","Whole",43,"","Maggie, Wendel"
"34","Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low",2018,"7132018",20180713,6.485,"Outside",50,"Butter clam","Saxidomus gigantea","CLAMBU","Whole",29,"","Maggie, Wendel"
"35","Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low",2018,"7132018",20180713,6.485,"Outside",50,"Butter clam","Saxidomus gigantea","CLAMBU","Whole",41,"","Maggie, Wendel"
"36","Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low",2018,"7132018",20180713,6.485,"Outside",50,"Butter clam","Saxidomus gigantea","CLAMBU","Whole",12,"","Maggie, Wendel"
"37","Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low",2018,"7132018",20180713,6.485,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",21,"","Maggie, Wendel"
"38","Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low",2018,"7132018",20180713,6.485,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",19,"","Maggie, Wendel"
"39","Big Clam Bay a","L_10_a",55.227691,-132.973932,"Low",2018,"7132018",20180713,6.485,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",22,"","Maggie, Wendel"
"40","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Bentnose macoma","Macoma nasuta","CLAMMB","Whole",45,"","Maggie"
"41","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Butter clam","Saxidomus gigantea","CLAMBU","Sea Otter",75,"","Maggie"
"42","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Butter clam","Saxidomus gigantea","CLAMBU","Sea Otter",49,"","Maggie"
"43","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Butter clam","Saxidomus gigantea","CLAMBU","Whole",43,"","Maggie"
"44","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Butter clam","Saxidomus gigantea","CLAMBU","Whole",41,"","Maggie"
"45","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Sea Otter",41,"","Maggie"
"46","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Sea Otter",23,"","Maggie"
"47","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Crab",17,"","Maggie"
"48","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",31,"","Maggie"
"49","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",25,"","Maggie"
"50","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",28,"","Maggie"
"51","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",21,"","Maggie"
"52","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",21,"","Maggie"
"53","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",31,"","Maggie"
"54","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",38,"","Maggie"
"55","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",29,"","Maggie"
"56","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",42,"","Maggie"
"57","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",35,"","Maggie"
"58","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",16,"","Maggie"
"59","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",20,"","Maggie"
"60","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",30,"","Maggie"
"61","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",16,"","Maggie"
"62","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",40,"","Maggie"
"63","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",18,"","Maggie"
"64","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",30,"","Maggie"
"65","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",32,"","Maggie"
"66","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",17,"","Maggie"
"67","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",27,"","Maggie"
"68","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",27,"","Maggie"
"69","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Sea Otter",31,"","Maggie"
"70","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Sea Otter",43,"","Maggie"
"71","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Sea Otter",32,"","Maggie"
"72","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Sea Otter",35,"","Maggie"
"73","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Sea Otter",30,"","Maggie"
"74","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",45,"","Maggie"
"75","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",25,"","Maggie"
"76","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",53,"","Maggie"
"77","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",36,"","Maggie"
"78","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",34,"","Maggie"
"79","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",31,"","Maggie"
"80","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",30,"","Maggie"
"81","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",33,"","Maggie"
"82","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",39,"","Maggie"
"83","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",27,"","Maggie"
"84","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",20,"","Maggie"
"85","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",37,"","Maggie"
"86","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",37,"","Maggie"
"87","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",21,"","Maggie"
"88","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",33,"","Maggie"
"89","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",36,"","Maggie"
"90","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",33,"","Maggie"
"91","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Steamer clam","Protothaca staminea","CLAMST","Whole",31,"","Maggie"
"92","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Edge",50,"Steamer clam","Protothaca staminea","CLAMST","Whole",15,"","Maggie"
"93","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Inside",50,"Bentnose macoma","Macoma nasuta","CLAMMB","Sea Otter",62,"","Maggie"
"94","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Inside",50,"Bentnose macoma","Macoma nasuta","CLAMMB","Crab",43,"","Maggie"
"95","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Inside",50,"Bentnose macoma","Macoma nasuta","CLAMMB","Whole",64,"","Maggie"
"96","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Inside",50,"Bentnose macoma","Macoma nasuta","CLAMMB","Whole",62,"","Maggie"
"97","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Inside",50,"Bentnose macoma","Macoma nasuta","CLAMMB","Whole",53,"","Maggie"
"98","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Inside",50,"Bentnose macoma","Macoma nasuta","CLAMMB","Whole",51,"","Maggie"
"99","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Inside",50,"Bentnose macoma","Macoma nasuta","CLAMMB","Whole",38,"","Maggie"
"100","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Inside",50,"Butter clam","Saxidomus gigantea","CLAMBU","Sea Otter",55,"","Maggie"
"101","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Inside",50,"Butter clam","Saxidomus gigantea","CLAMBU","Sea Otter",39,"","Maggie"
"102","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Inside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",40,"","Maggie"
"103","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Inside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",44,"","Maggie"
"104","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Inside",50,"Pointed macoma","Macoma inquinata","CLAMMP","Sea Otter",37,"","Maggie"
"105","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Inside",50,"Pointed macoma","Macoma inquinata","CLAMMP","Sea Otter",56,"","Maggie"
"106","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Inside",50,"Pointed macoma","Macoma inquinata","CLAMMP","Sea Otter",41,"","Maggie"
"107","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Inside",50,"Pointed macoma","Macoma inquinata","CLAMMP","Sea Otter",45,"","Maggie"
"108","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Inside",50,"Pointed macoma","Macoma inquinata","CLAMMP","Crab",39,"","Maggie"
"109","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Inside",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",56,"","Maggie"
"110","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Inside",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",48,"","Maggie"
"111","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Inside",50,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",42,"","Maggie"
"112","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Inside",50,"Steamer clam","Protothaca staminea","CLAMST","Sea Otter",51,"","Maggie"
"113","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Butter clam","Saxidomus gigantea","CLAMBU","Crab",16,"","Maggie"
"114","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Butter clam","Saxidomus gigantea","CLAMBU","Whole",15,"","Maggie"
"115","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Sea Otter",46,"","Maggie"
"116","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",40,"","Maggie"
"117","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",38,"","Maggie"
"118","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",35,"","Maggie"
"119","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",32,"","Maggie"
"120","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",27,"","Maggie"
"121","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",47,"","Maggie"
"122","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",36,"","Maggie"
"123","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",28,"","Maggie"
"124","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",34,"","Maggie"
"125","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",32,"","Maggie"
"126","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",33,"","Maggie"
"127","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",35,"","Maggie"
"128","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",29,"","Maggie"
"129","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",37,"","Maggie"
"130","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",30,"","Maggie"
"131","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",36,"","Maggie"
"132","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",46,"","Maggie"
"133","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",33,"","Maggie"
"134","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Cockle","Clinocardium nutallii","CLAMCK","Whole",27,"","Maggie"
"135","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Pointed macoma","Macoma inquinata","CLAMMP","Sea Otter",28,"","Maggie"
"136","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",36,"","Maggie"
"137","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",30,"","Maggie"
"138","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Pointed macoma","Macoma inquinata","CLAMMP","Whole",19,"","Maggie"
"139","Big Tree Bay a","M_10_a",55.585855,-133.215512,"Mid",2018,"7112018",20180711,13.8025,"Outside",50,"Steamer clam","Protothaca staminea","CLAMST","Whole",31,"","Maggie"
